Content,Label
https://t.co/HHDLtgIMdg #allertameteoSAR “@insopportabile: Il canale twitter @StradeANAS e il sito non danno aggiornamenti sulla Sardegna.,neg
oddio un terremoto con  morti?,neg
#terremoto. Paura ma niente danni spero.,pos
Ora possiamo riordinare le idee e imbufalirci con calma #alluvioneGenova http://t.co/RFTRqjjMju Il sole...Non ce lo ricordavamo più.,neg
 morti e molti dispersi. #AllertameteoSAR #ForzaSardegna #Olbia http://t.co/SThBwUG #BREAKINGNEWS - #Sardegna colpita da #Cleopatra.,neg
Questa è la mia strada COMUNALE! Mai interventi @YouReporter http://t.co/qpYGUFrr #AlluvioneGenova Mignanego (GE) Bloccata da  giorno!,neg
New blog post: Facciamo fronte all’emergenza del terremoto in Abruzzo http://www.MadGrin.com////facciamo-fronte-all%e%%emer ...,pos
magari anche basta scosse eh? #terremoto,pos
"si può donare il sangue anche domani mattina #terremoto RT: @alessandro_g: appena tornato dal centro trasfusionale di Pescara, tanta gente.",pos
"Ecco bene, un'altra micro scossa... Ansia ansia ansia! #terremoto",pos
Sciolgo il silenzio: le Due Torri sono su #terremoto #boschidovesei,neg
! Altra scossa altra paura!!,pos
"h. Proseguiamo verso #Terralba #allertameteoSAR Uras(Or).  morto, le campagne in ginocchio, piove ancora, c'è paura.",neg
#terremoto altra scossetta..,pos
Diario italiano publica en su portal foto del terremoto http://www.repubblica.it/ #terremoto #italia,neg
#PNEWS: #Maltempo.Fango e bombe d’acqua causano alluvione nelle #Marche. Due morti a #Senigallia. Stato ancora di allerta.,neg
@MandaranoN situazione critica. #senigallia è allagata come altri comuni...purtroppo c'è stato anche un morto... http://t.co/MIUZXBIUq,neg
! #terremoto altra scossa !!,pos
O sn paZzo? Cazzo voglio dormireeeeereeer Altra scossa!!?,neg
Su Rai News dicono di fabbriche crollate a Bondeno (MO). #terremoto #terremotoBO,neg
Morta di paura per il #terremoto :S,pos
"Maltempo in Sardegna: morti e dispersi, la tv generalista arranca #allertameteoSAR http://t.co/kdcYiHCF via @tvblogit",neg
"Adesso non è che andiamo avanti a scosse una settimana, vero? #terremoto",neg
#terremoto qui vicino Milano la scossa delle  me la sono persa... Per fortuna...,pos
#terremoto ma i giornalisti si informano su twitter?,neg
"RT @marcomenu film, calcio e oroscopo su Mediaset che ignora completamente il #terremoto nella zona dell' #Aquila, questa è informazione?",pos
"Un'altra scossa bella forte, ma che cazzo!",pos
"""fantomatici sistemi autorigeneranti"" Fantomatici? allora è per quello che non han dato allerta #alluvioneGenova",neg
"Nubifragio in #Sardegna,  morti. [@_Spaam_ ] #ForzaSardegna #allertameteoSAR Nessun italiano tra le vittime.",neg
#terremoto #cremona Altra scossa. Bene.,pos
Altra piccola scossa #terremoto #milano,pos
#italia #l'aquila quasi cento morti e K sfollati dopo il terremoto :-( http://tinyurl.com/dpef,neg
". Bisogna far qualcosa @wwwmeteoit @senigalliaweb #Senigallia ora http://t.co/LGdBnuMwkW"" Sempre più #BombedAcqua danneggiano il territorio.",neg
Ancora #terremoto . Altri superstiti su twitter...?,pos
#terremoto ancora!!! !,pos
@MediasetTgcom Ore . Altra breve scossa a Reggio Emilia,pos
Stringiamoci a coorte. #terremoto Siam pronti alla morte. L'Italia chiamò!!!,neg
"#allertameteoSAR Luca Tanzi, il destino l'ha reso un eroe Morto mentre scortava l'ambulanza http://t.co/qDBEGrfNsf",neg
!ho giá i miei kazzi! ! #terremoto ora però vorrei dormire..!,pos
#CuandoEPNpierda #terremoto SERA la señal del fin de la PRImavera #MarchaYosoy,pos
#ServiziopubblicoMore: http://t.co/lspbhrHGI TT in Milan (/):. #AlluvioneGenova. #Zelig. #Malala. 'Cecco e Cipo'.,neg
Scossa di terremoto senza apparenti danni. Tutti svegli ore .!,pos
O è l'annuncio di altre scosse più forti? #terremoto Scossa di assestamento?,neg
"C'è una vittima, un operaio nel capannone crollato nel ferrarese #terremoto",neg
"#AlluvioneGenova:  fiumi aspettano... #Bisagno, #Sarno,  #Seveso, #Arno, #Tagliamentohttp://t.co/SQaCFYcvxY http://t.co/TeUaWXyU",neg
Altra scossa. Trema ancora.,neg
"Pizza SALAMI, Pizza PROSCIUTTO oder Pizza HACK... B. z. @frolleinb soll ich mich dann morgen um die pizza kümmern?",neg
#terremoto edifici crollati l'aquila viohttp://www.repubblica.it///dirette/sezioni/cronaca/terremoto-nord/terremoto-centro/index.html,neg
"http://tinyurl.com/cbtlpn Terremoto: Predicatore Papa, Perche' Sono Crollati Palazzi Nuovi?",neg
Ancora una scossa!! Stavamo per tornare dentro..... Meno male!,pos
"Serramanna, SP, nei pressi della Loc. S. Maria (Fiume Mannu) #allertameteoSAR Barriere protettive del ponte danneggiate.",neg
#Sardegna #allertameteoSAR Rubare già fa schifo. Ma gli sciacalli poi nelle zone alluvionate in Sardegna meritano davvero la pena di morte.,neg
"#terremoto  vittime accertate,  i feriti nella provincia di Modena.",neg
Altra leggera scossa a Bergamo. Più breve e più leggera. #terremoto,pos
Ho freddo e sonno. #terremoto E una paura d'inferno.,pos
"""@Emergenza: UPDATE [.-:] #Sardegna +++#MALTEMPO PROVVISORIO:  MORTI+++ ( Olbia,  Dorgali,  Uras,  Torpè) #allertameteoSAR""",neg
Terremoto....bombe....ma che succede,neg
#terremoto Contina a Tremare,neg
ATTENZIONE#allertameteoLG ULTIMORA ARPAL: onda di piena del #Bisagno prevista x le .,neg
#terremoto di nuuovo pure qui,pos
Altra scossa a Milano... Apparentemente meno forte della prima,pos
"RT TERREMOTO: Cercasi con un urgenza sangue RH - [negativo], rivolgersi Avis della propria città otelefonare a sede Roma. Fate passaparola.",pos
@Emergenza mirko solinas @mirkisceddu evacuata Torpè per possibile crollo diga #allertameteoSAR,neg
! Un'altra scossa...sono fuori!!,pos
E si balla...#terremoto,pos
Due nel paese vicino al mio. #allertameteoSAR #ForzaSardegna Non ci sono parole.  morti.,neg
guardando la RAI per agiornarmi sul terremoto in Italia... wow,pos
E ritrema piú leggera ma ritrema #terremoto #Milano,neg
di nuovo #terremoto forse assestamento,pos
#terremoto Arrivano le prime foto e le notizie dei danni...porca miseria!!!!,neg
che notte!! nn riesco a dormire! #terremoto,pos
Dispersi a Torpè e Onanì #AllertaMeteoSAR  morti e  dispersi: questo il bilancio della Protezione Civile della #Sardegna.,neg
"#allertameteoSAR OFFRONO ALLoggioOlbia Marrante Murru:  B&amp;B posti letto gratis, via Dannunzio ",neg
"#AlluvioneGenova"""" ""@vi_co: Questo è il numero per le emergenze:  .Attesa nuova esondazione del Bisagno.",neg
#earthquake danni? tutto ok? Terremoto in centro e nord Italia?,pos
Altra scossa più corta ma abb intensa,pos
[ITALIAN NEWS] TERREMOTO ABRUZZO/ All’ospedale di Teramo  feriti sono in condizioni critiche: Cin.. http://tinyurl.com/cbe,neg
Di nuovo terremoto,neg
Fame chimica?! Improvvisamente una Gran Fame. #terremoto,neg
"Di assestamento, vero? ! Scossa minore.",pos
Il maltempo fa strage in Sardegna. Nove morti e quattro dispersi http://t.co/vDEBrHzKoo #allertameteoSAR,neg
"Nessun italiano tra le vittime."" ""@_Spaam_: Nubifragio in Sardegna,  morti. Sei solo un uomo di merda...#allertameteoSAR",neg
" Atene: sparatoria in un college,  feriti: Uno studente di  anni apre il fuoco per motivi sconosciuti http://tinyurl.com/crqun",neg
E' da stanotte che ho sempre fame. Questo terremoto mi ha aperto una voragine nello stomaco.,neg
"Paura a Roma - Corrier.. http://tinyurl.com/czksob Maddai?!! - Terremoto in Abruzzo: diversi morti, crolli e centinaia di feriti.",neg
#terremotoBO Altra scossa forte ora. Si è sentita tanto.,pos
"Uras(Or).  morto, le campagne in ginocchio, piove ancora, c'è paura. h. Proseguiamo verso #Terralba #allertameteoSAR",neg
Tre minuti fa un bel bis! #terremoto #terremotoBO,neg
Chi abita in zona salga ai piani alti e svegli i vicini. Prevista la piena del Bisagno tra meno di un'ora. #allertameteoLIG #allertameteoLG,neg
mi sentivo svenire. cazzo un'altra scossa!,pos
"Si, si chiama #terremoto, ogni tanto capita ahimè.",pos
#terremoto Siete in casa o in strada?,neg
"""@vi_co: Questo è il numero per le emergenze:  .Attesa nuova esondazione del Bisagno. #AlluvioneGenova""""",neg
#terremoto e comunque in tv non ci sono notizie...davvero penosa,pos
#allertameteoSAR Si cerca ancora la vittima dispersa. Oggi lutto nazionale in Sardegna.,neg
"#allertameteoSAR B&amp;B,  posti letto gratis, via Dannunzio .   - B&amp;B offre alloggi gratis  Tel.",neg
#terremoto Scommetto che nessuno andrà in galera.. http://tinyurl.com/dtqan ... intanto la gente scava e noi paghiamo  ospedali crollati,neg
#terremoto eddai era solo una scossa...Daaaa tutti fuoriiiii!!!!!!!!!!!!!!! !,pos
“@ansa_topnews: funerali a Nuoro e Torpè: Capo Polizia saluta poliziotto eroe morto x la sua terra http://t.co/mvQtpGIWa” #allertameteoSAR,neg
"Basta #terremoto, voglio dormire...",neg
#terremoto Lasciami dormire!!!! Ancora e che cazzo sto terremoto!,pos
"Nubifragio in Sardegna, sale a sei il bilancio dei morti per il maltempo nell'isola http://t.co/jYuPbtaUG #allertameteoSAR #sardegna",neg
"crollo edifici, almeno un morto all' #Aquila #terremoto #earthquake, diretta aggiornamenti su Rai News  (Italia) http://bit.ly/kJXhe",neg
#terremoto Stanotte non si dorme più. Evvai con l'assestamento!,neg
@EnricoLetta @insopportabile ...pensavamo di dover aspettare una decina di morti in piú....ma dobbiamo anche dire Grazie? #allertameteoSAR,neg
Nessun danno Lunga scossa di #terremoto a Ferrara!! Che paura!,pos
"#terremoto Ecco, la scossa piccolina in realtà è stata lunghissima. Paura eh.",pos
"MT @lanuovasardegna:Nubifragio in #Sardegna, sale a sei il bilancio dei morti http://t.co/uTZLGfn #allertameteoSAR Disastro #ambiente!",neg
 morti accertati secondo RaiNews #allertameteoSAR,neg
Dif.. http://tinyurl.com/cuad [ITALIAN NEWS] TERREMOTO ABRUZZO/ Il punto alle .: bilancio ufficioso ancora a  vittime.,neg
"#allertameteoSAR Maltempo, è strage:  morti accertati e un disperso a Bitti - Sardiniapost.it http://t.co/lAdGJyOc",neg
Un altra piccola scossa !,pos
CAZZO ANCHE IL TERREMOTO D: IO PENSAVO FOSSE IL TEMPORALE DD:,pos
#Terremoto Cento. Crollo di un campanile.,neg
#terremoto il timore è che potrebbero esserci tanti danni ai monumenti di Ferrara,pos
#allertaMeteoSAR Domani probabili mareggiate costa Ovest. Non curiosare sui lungomare. @Emergenza Potrebbe essere molto pericoloso.,neg
http://ff.im/WPkb Andrea Terremoto anche l'Agesci in pista: http://www.agesci.org/index.php?art=.,neg
ci sono anche loro...#alluvionegenova mentre lo scemo (di genova) e i suoi adepti forse vanno martedì...deficenti.. http://t.co/bZyIOYFx,neg
Qui Radio Londra: il bilancio provvisorio dell'ondata di maltempo che ha colpito la #Sardegna è di  vittime e  dispersi #allertameteoSAR,neg
"Per oggi non ho più parole. Sono vicino alle vittime del terremoto ai loro parenti, ai feriti ed agli sfollati senza casa.",pos
un'altra scossa forte #terremoto,pos
"Purtroppo. Un post di @Scientificast pensato ieri ma che oggi, con l' #AlluvioneGenova diventa di stretta attualità. http://t.co/xaytZKdjhl",neg
"Come nel  ma anche nel , nel . L’appuntamento è fisso, cambiano i morti | @fedesene http://t.co/iNEmEwLFX #AlluvioneGenova.",neg
 morti  dispersi #Sardegna #allertameteoSAR Solidarietà ai fratelli sardi,neg
"Sisma Abruzzo;Il dolore di Onna, paese al suolo:  morti e oltre: Vigili del fuoco di Roma al lavoro nel centro.. http://tinyurl.com/cvtn",neg
#terremoto: oddio di nuovo? o è il panico che c'ho in giro?,pos
"A #Senigallia mancano luce e linea telefono, scuole chiuse. Le #Marche in ginocchio per il #maltempo, due #morti.",neg
la terra trema ancora qui in Toscana #terremoto,pos
Il terremoto su Twitter: http://tinyurl.com/cnw,neg
Domani nelle scuole un minuto di silenzio per i morti del #terremoto e per Melissa.,pos
? #terremoto #mortacciTua nemmeno la notte si può avere pace in questa cavolo di vita?,pos
Avvertita lieve scossa anche poco dopo le ... Da varese,pos
#terremoto A Modena tutti in strada!!! !,pos
Il sole...Non ce lo ricordavamo più. Ora possiamo riordinare le idee e imbufalirci con calma #alluvioneGenova http://t.co/RFTRqjjMju,neg
impossibile riprendere a dormire! ne seguono altre! ! Che scossa!!!!!!!!!!!!!!!!!!,pos
": another quake, un'altra scossa (inevitabile assestamento ?) #padova #terremoto",pos
terremoto Eraclea: ci siamo svegliati perché il letto tremava,pos
#buongiornouncazzo #mattinieri ..  morti per #allertameteoSAR #Sardegna .. non si puo'!!! ! Mi stringo al dolore delle famiglie.. E sto!!,neg
"Terremoto in Abruzzo, la Rete si Mobilita http://ff.im/WRAV",pos
"RaiNews - Per chi vuole aiutare, avviso della Protezione civile http://bit.ly/aiu #terremoto",pos
#allertameteoSAR Grazie al cielo. Ritrovato vivo uno dei due dispersi vicino a Olbia.,neg
Morto. #terremoto il disperso di #Bondeno è stato trovato.  feriti a #santagostino,neg
O è l'annuncio di altre scosse più forti? Scossa di assestamento? #terremoto,neg
PENA DI MORTEEEEEEE!!!!!!!!!!!! Forte scossa di terremoto nel nord Italia. !,pos
Che sia un segnale? #ironia post #terremoto Danni a chiese e campanili.,neg
Avvertita anche la terza scossa: breve e leggera. Speriamo sia l'ultima!,pos
! #terremoto sinceramente ho paura!! Non so se tremo più io o la terra!!,pos
Altra scossa .!!! !,pos
Fanculo basta #terremoto,pos
"Ancora terremoto. Ma io ho paura. :-( Assestamento, forse.",pos
Altra scossa ma piccola. Bazzano (BO) #terremoto,pos
"#parma nuova scossa di #terremoto, più debole ma si e' sentita",pos
pero'ho scoperto di avere ottimi tempi di reazione. #terremoto,neg
"(Fonte Protez. civile) #allertameteoSAR le vittime accertate.Sospese le ricerche della persona dispersa ad Onanì,riprenderanno domattina.",neg
torno a letto e arriva un'altra scossa. ansia ansia ansia.,pos
terremoto terremoto terremoto,pos
#terremoto bussa ancora a Lucca,neg
#terremoto.... pare che la ragazza di BO morta d'infarto avesse solo  anni.,neg
Come inviare aiuti. :  voti ok | postato  minuti fa da sel in .. http://tinyurl.com/deqtr Parma diamoci da fare! Terremoto in Abruzzo.,pos
ho capito che non si dorme #terremoto,pos
Merda un altra scossa ora. Si assesta o annuncia?,pos
Paura fortissima #terremoto ho preferito partire immediatamente..,pos
QUANDO? Potreste essere più precisi quando dite: CONTINUANO LE SCOSSE? #terremoto,pos
Cazzo un'altra scossa a Verona !! !,pos
"#allertameteoSAR Una tragedia immensa sta flagellando la Sardegna. :( che tristezza, dannata Cleopatra!  morti e  dispersi.",neg
un'altra scossa,pos
Ora. Arriva il freddo e serve aiuto. Lasciate stare un attimo l'anziano condannato e aiutateci a finire il lavoro. #allertameteoSAR,neg
#terremoto ma che cazzo sta succedendo?,neg
"Con rombo di sottofondo!! ! #terremoto ragazzi, non smette, altra scossa!!!!",pos
Ore . altra scossa,pos
#terremoto altra scossa a reggio emilia,pos
:-) http://t.co/eKcbiMuTHY #allertameteoSAR #SMEMChatIT trovato vivo un disperso in #Sardegna!,neg
"Terremoto forte a Padova, ma non sembra aver fatto danni qui...",pos
Crollata Chiesa a San Felice Sul Panaro #terremoto,neg
Altra scossa.. #terremoto,pos
#allertameteoSAR #Sardegna #Olbia L'Italia deve e può rialzarsi.  vittime. Una ferita aperta.,neg
"#allertameteoSAR @Tgweb La protezione civile regionale “sta monitorando”. Nove morti, gente fuori di casa. Monitorano.",neg
Scosse anche a #Darfo (BS) #terremoto,pos
non ho sonno #terremoto http://t.co/EOdWWYK,pos
io ho sentito un'altra scossa,pos
Una ferita aperta. #allertameteoSAR #Sardegna #Olbia  vittime. L'Italia deve e può rialzarsi.,neg
#allertameteoSAR #ForzaSardegna #sardSOS  @OlbiaTurismo: Comunicazioni per procedura risarcimento danni: http://t.co/iMbpgRNviE,neg
Crolli con persone coinvolte a #bondeno #terremoto,neg
Io sento muovere leggermente e continuamente il letto #terremoto #milano,pos
"Ho un sonno simile alla morte, non ho sentito il terremoto!",neg
"Ancora, incredibilmente, niente su #AlluvioneGenova (solo accennata nei titoli) #Tg dell'. prosegue, ora un servizio su MS a Roma.",neg
Altra scossa. #terremoto DIOCRISTO.,pos
#terremoto sbaglio o ce n'è appena stata un'altra di scossa (lieve)?,neg
Per chi ha problemi @fastweb dopo #AlluvioneGenova NB quando dicono h lav. ! = gg lav. in tutto più di una settimana senza linea fissa!,neg
#terremoto continuano gli assestamenti.... :////,pos
Si sperava che il  avesse insegnato qualcosa e che si fosse corso ai ripari per evitare succedesse ancora. #AlluvioneGenova,neg
[BLOG] La terra trema: Già l&#;Italia era un Paese con la merda fino al collo. Poi il terremoto si è m.. http://tinyurl.com/dftd,pos
"#terremoto il tavolo trema ancora proprio adesso, tra Como e Milano...",pos
"#Cleopatra fa  morti,  disperso http://t.co/pkXCqmMOeO #allertameteoSAR http://t.co/jQzFKAObE"" Il #maltempo flagella la #Sardegna.",neg
per info: . #allertameteoSar CHIUNQUE AVESSE ATTREZZATURE INFORMATICHE CHE SONO STATE DANNEGGIATE.GRATUITAMENTE PER TUTTI.,neg
Venezia #Terremoto Altra piccola scossa ore ..,pos
Terremoto a Roma segnalato via Twitter - http://htxt.it/xNzl,pos
Danni del terremoto: un campanile e un paio di fabbriche nel ferrarese.,neg
Questo #terremoto per noi ferraresi è una ferita nel cuore.,pos
 morti. Allucinante. Questo non è un #buongiorno per la #Sardegna #allertameteoSAR,neg
No vabbé...io di andarmene fuori al freddo non ne ho voglia... #terremoto,pos
"Maledizione. Solidarietà. @Radiouno_Rai #allertameteoSAR"" Facci sapere come possiamo sostenere ""@insopportabile:  morti accertati.",neg
#terremoto a #FERRARA UN'ALTRA FOTO DEI DANNI INGENTI http://t.co/NUYZY,neg
Rieccola altra scossa. #terremoto,pos
"Le #Marche in ginocchio per il #maltempo, due #morti. A #Senigallia mancano luce e linea telefono, scuole chiuse.",neg
:( Di nuovo in preda del terremoto!,pos
! PENA DI MORTEEEEEEE!!!!!!!!!!!! Forte scossa di terremoto nel nord Italia.,pos
#male #Terremoto? Potere della vodka. E non sentire un cazzo.,pos
Altra scossa forte. Milano. #terremoto,pos
crolla tutto... crolla tutto... #allertameteosar #sardegna,neg
Rainews: no danni a cose e/o persone. #terremoto Meglio. Buonanotte.,pos
Sindaco @DoriaMarco e presidente @claudioburlando : farete un sopralluogo nelle zone alluvionate? #AlluvioneGenova,neg
#terremoto #bologna Di nuovo! Suggestione?,neg
"#terremoto a cosa serve FB? ""... grazie per esserti preoccupato  ... cmq noi qui tutto bene"" non immagini quanto sia felice di saperlo",pos
"Nel  non c'era stata l'allerta, a distanza di tre anni, stessa situazione. #AlluvioneGenova Nessuno ha dato l'allerta e un uomo è morto.",neg
"Good morning to everyone. Mi fa molto triste per sentire del terremoto in Italia. Buon giorno a tutti. F, blue sky, Caffe'latte.Fox News.",pos
E' arrivato anche in Ancona! ! #terremoto : Come va' a Bologna ?! Tutti sereni?!,pos
Terremoto:  morti e  dispersi http://tinyurl.com/dkhb,neg
"Maltempo: Sardegna, recuperato corpo bambino ad Olbia,  i morti http://t.co/aBtLHCyw via @SardegnaOggi #allertameteoSAR",neg
#allertameteoSAR #Sardegna #rip http://t.co/kInNQikApB La mamma e la bimba ritrovate morte a causa del mal tempo all'interno di una Smart.,neg
"Qui Radio Londra: la metà delle strade provinciali sarde sono interessate da crolli, frane, ostruzioni e allagamenti #allertameteoSAR",neg
Che ne dici @matteorenzi se spostate i militari dalla #ValSusa a #Genova? @robertapinotti #AlluvioneGenova Saranno sicuramente più utili.,neg
Vi segnalo mappa dei centri colpiti http://ilcentro.gelocal.it/infografica/?size=noresize #terremoto,pos
 morti. Secondo me NO.. Troviamo i colpevoli veri! Era così forte quella maledetta pioggia? #allertameteoSAR,neg
"Terremoto, si aggrava il bilancio:  i morti,  i dispersi e  i feriti gravi http://www.adnkronos.com/IGN/Cronaca/?id=..",neg
"(Apcom) - E' st.. http://tinyurl.com/dmkhcl Sisma Abruzzo; E' di . magnitudo nuova scossa, crolli a Onna: Fonte: Il RiformistaRoma,  apr.",neg
"Una tragedia immensa sta flagellando la Sardegna.  morti e  dispersi. #allertameteoSAR :( che tristezza, dannata Cleopatra!",neg
?aumentate vittime o morti? ?ditemi di no notizie x quanto riguarda il terremoto?,pos
"Un'alluvione, danni, un morto. Ma le Marche non si faranno mettere in ginocchio. #Senigallia",neg
"Scosse anche oggi; spero tu riesca a dormire un po', mia Bologna ferita #terremoto",pos
Forte scossa di terremoto nel nord Italia. ! PENA DI MORTEEEEEEE!!!!!!!!!!!!,pos
Un altra bella scossa.... Più breve......,pos
"civile) #allertameteoSAR le vittime accertate.Sospese le ricerche della persona dispersa ad Onanì,riprenderanno domattina. (Fonte Protez.",neg
"Terremoto in Abruzzo, il risveglio dopo l'orrore:  morti,  feriti,  mila gli sfollati http://tinyurl.com/dasf",neg
@MC_Carro la sardegna  morti x la pioggia oggi questo è il problema #allertameteoSAR,neg
"! Terremoto!!! , epicentro vicino modena, ma si è sentito forte anke a Sacile!",pos
"Facebook dev'essere sceso in strada, non risponde #terremoto",neg
"#terremoto in #abruzzo ragazzi sotto le macerie a Roio, Via dei Arco de' Medici http://www.pablomoroe.com/blog////senza-parole-/",neg
#allertameteoSAR Preoccupazione per la popolazione sarda colpita da forti nubifragi.Si contano già  morti. Ma in tv si parla di Berlusconi.,neg
È vero sti uccellini  se ne fregano #terremoto,neg
Altra scossa! Basta! #Ferrara,pos
Ci sono danni? #terremoto a Bologna.,pos
"#Letta: ""stanziati  milioni""  #AllertameteoSAR [link]: Alluvione in #Sarde... http://t.co/YfScBtzLd Alluvione in #Sardegna,  morti.",neg
@UnioneSarda scrive che i morti sono almeno . #allertameteoSAR,neg
#Terralba Guardia medica trasferita nella sede Avis di via Napoli n.. #allertameteoSAR http://t.co/ZgEooZjq,neg
"No, non è normale. #allertameteoSAR Almeno  morti in #Sardegna.",neg
Ci mancava il terremoto! che periodo negativo!,pos
Crepa de nutella + nuez...rico,neg
Paura. #terremoto Mi decido a dormire e arriva un'altra scossa.,pos
La paura che ti paralizza.. #terremoto,pos
Per aggiornamenti seguite: http://t.co/ShVWrYZt #Genova #AlluvioneGenova @ilsecoloxix,neg
Mi stringo al dolore delle famiglie.. E sto!! ! #buongiornouncazzo #mattinieri ..  morti per #allertameteoSAR #Sardegna .. non si puo'!!!,neg
Il sogno leghista si avvera! #terremoto #Bologna Si sta staccando la #padania!,pos
Sdrammatizzo: Carobbio ha detto che Conte sapeva del terremoto ....,neg
La versione ufficiosa sfiora i  il numero del terremoto:  ufficiali.,neg
PERO' QUEI TERREMOTI CHE NON FANNO DANNI EH! SOLO A ME PIACE SENTIRE IL TERREMOTO?,neg
terremoto a Roma? Non me ne ero accorto...,neg
"Scossa minore. ! Di assestamento, vero?",pos
Ferrara un altra scossa forte ma più breve!che paura!,pos
"F, blue sky, Caffe'latte.Fox News. Buon giorno a tutti. Good morning to everyone. Mi fa molto triste per sentire del terremoto in Italia.",pos
"@hero Oggi mi domando come un dormitorio per studenti possa crollare all'Aquila, dopo un terremoto. E uccidere delle persone.",neg
#allertameteoSAR Temo il bilancio dell'alba. Altri  dispersi ad Arzachena: una donna brasiliana con due figli.,neg
#Malala. #Zelig. #ServiziopubblicoMore: http://t.co/lspbhrHGI 'Cecco e Cipo'. #AlluvioneGenova. TT in Milan (/):.,neg
"Servizio trasferito presso la sede Avis, via Napoli . num. RT #allertameteoSAR Inagibile sede Guardia medica di #Terralba. .",neg
http://viigo.im/gNa (Internacional) Berlusconi confirma  mortos em terremoto na Italia.,neg
:( #terremoto #panico A rieccolo!!,pos
 morti. Questo non è un #buongiorno per la #Sardegna #allertameteoSAR Allucinante.,neg
