Content,Label
"#terremoto crollate chiese e danni case e altro a San felice, e Finale e Bassa",pos
Cazzo il terremoto? morti.,pos
Nella valle dei bambini morti: Fonte: La RepubblicaViaggio nei paesi intorno a L'Aquila devastati dal terremoto... ,pos
Dalle parti dell'epicentro tutto bene? #terremoto,neg
 feriti a Sant'Agostino.. #terremoto.. :((,pos
Altra scossa !! #terremoto #Modena crollo in diretta su sky !! BASTAAAAA,pos
Terremoto....bombe....ma che succede,neg
@robrighi @TottiRiva altra scossa,neg
C'hai voglia di DENSSSSSS??? #terremoto,neg
nuova scossa di #terremoto a #Bologna ore :,neg
Un senso di impotenza guardando qst immagini dei danni del terremoto...,pos
crollata la torre dell'orologio a Finale #terremoto,pos
STIAMO TUTTI VICINI AI MORTI DEL TERREMOTO,pos
"Altra scossa a #Milano, ora, ma micro... #terremoto #altrascossa #terremotoamilano",neg
Terremoto: circa  morti ,pos
Rainews e Sky confermano: morto l'operaio di Bondeno #terremoto :(,pos
scosse di assestamento... #terremoto,neg
Terremoto a Roma e a l'Aquila  ,neg
Il terremoto era stato annunciato da Giampaolo Giuliani ,neg
Il terremoto...  scosse... Terrore...,neg
:  TERREMOTO NEL FERRARESE: UN MORTO,pos
Altro giro altra corsa senza aver pagato il biglietto. #Terremoto,neg
Ma era Carlo Conti che dava la scossa o ne ho sentita un'altra?,neg
"dai, non fanno ridere battutine sulla lentezza dei tg in tv...è ovvio #terremoto",neg
#terremotoBO #Terremoto conferma un morto a Bondeno e  feriti a S Agostino,pos
accidenti  morti...poveri :( #terremoto,pos
Altra scossa di #terremoto... #Milano,neg
Nuova scossa di #terremoto ore . a Milano e sta continuando,neg
"Gli uccellini cinguettano perchè è quasi giorno, per chi lo chiede. u.u #terremoto",neg
Di nuovo #terremoto ma stanotte non si dorme?,neg
un'altra scossa #terremoto #ferrara,neg
sono vicina a tutte le vittime e i feriti  del #terremoto,pos
#terremoto un disperso tra gli operai di Bondeno (fonte: rainews),pos
#terremonoto ok altra scossa!,neg
#Terremoto in #Emilia: crollata anche parte del castello di Ferrara,pos
"Ancora terremoto. Assestamento, forse. Ma io ho paura. :(",neg
altra botta #terremoto e vai di liscio,neg
Terremoto  . sfollati trasferiti in alberghi costa abruzzese ,pos
Sentita di nuovo scossa di #terremoto a #Como ... e ora chi si riaddormenta?,neg
"Ah,non é successo niente agli italiani?Cioé il terremoto non ha recato danni vero?",neg
"a pochi minuti dall'imbarco per Hahn, ha mandato il terzo pezzo per Nova ed è pronto a volare, shockato dal numero di morti : #terremoto",pos
Un'altra scossa pochi istanti fà.......Che brutta cosa..!,neg
Zona industriale s.felice un sacco di danni :(  #terremoto,pos
"Oh Mio Dio,  morti e  feriti #Terremoto",pos
"ITALIAN NEWS TERREMOTO ABRUZZO/ Sono due i morti molisani: Ernesto Sferra, enne molisano, è mo.. ",pos
#terremoto un morto a Bondeno... Nel capannone crollato e due feriti a Sant'Agostino,pos
RT @immaginoteca informazioni dispersi  #earthquake #terremoto,pos
"@RozenLylac @Ecchan Sarò la vostra . //: terremoto alle  ore : con epicentro L'Aquila, palazzi k.o. e decine di morti.",pos
#terremoto una vittima a #Bondeno nel crollo di una fabbrica  #Ferrara,pos
Terremoto in Emilia. Crollata la Torre antica di Finale...,pos
Terremoto: morti saliti a  ,pos
#terremoto: voglio una #fotogallery!,neg
#Terremoto i morti sarebbero lavoratori che avevano finito il proprio turno.,pos
ho notizie di danni a san felice sul panaro. Ancora situazione caotica #terremoto,pos
un morto nel ferrarese. un operaio. #terremoto fonte skytg,pos
Ma la fame? #terremoto,neg
"C'è una vittima, un operaio nel capannone crollato nel ferrarese #terremoto",pos
". a nord di Bologna, qualcuno sa se ci sono danni? #terremoto",neg
Notte di terremoto ,neg
Altra piccola scossa a Genova. #terremoto,neg
Danni alle case ad Ostia dopo il terremoto ,pos
"#Treviso, scossa di terremoto molto avvertita. Speriamo nessun danno",neg
Altra bella scossa!!,neg
Vabbe provo a prendere sonno e c'è una nuova piccola scossa..,neg
(Mi dicono case crollate a Bondeno) #terremoto,pos
un'altra scossa leggera in super direttissima #terremoto,neg
Disastro!  morti e  feriti!! #Terremoto,pos
Altra scossa!!! #terremoto,neg
"ITALIAN NEWS TERREMOTO ABRUZZO/ Scossa oltre i  gradi di magnitudo, crolli anche in zone limitr.. ",pos
Azz. Ancora!!! #Terremoto,neg
Casa danneggiata a Ferrara. #terremoto ,pos
 morti e  feriti. #terremoto,pos
C'è anche un disperso (un altro operaio) dice SKY #terremoto,pos
un pensiero ai familari e amici di  tutte le vittime del terremoto in abruzzo,pos
ITALIAN NEWS TERREMOTO ABRUZZO/ Chiese crollate: annullate celebrazioni pasquali: Le manifestazi.. ,pos
"#Terremoto : ho appena letto. Quant'orrore, quanta morte in questi giorni!",pos
Anche a Zocca si trema. #terremoto,neg
ITALIAN NEWS TERREMOTO ABRUZZO/ I morti salgono a . Riaperti i collegamenti con Roma: Secondo.. ,pos
"Terremoto e calamità, con nuova norma lo Stato non paga più i danni, VERGOGNA !",neg
altra scossa a modena appena un minuto fa #terremoto,neg
#terremoto pare crollata la torre dell'orologio di Poggio Renatico. Test da Poggio?,pos
E io che volevo dormire..ma con queste scosse di assestamento... #terremoto #Bologna,neg
"Terremoto in Emilia,  morti  feriti Bimba miracolata,  sfollati",pos
Ancora non è finita? #terremoto,neg
Altra scossa,neg
Caduto il Campanile di San Felice! (MO) Terremoto #earthquake Italy,pos
#terremoto!!!! Tutti su twitter!,neg
Ma che disastro ha fatto il terremoto? Che botta.... Vedo le immagini...  morti...,pos
"#terremoto. Salgono a quattro le vittime nel ferrarese, una cinquantina i feriti.",pos
Certo che il mondo sta andando a puttane.. #terremoto,neg
"a Crevalcore e' crollato il tetto del campanile, piazza transennata #terremoto",pos
Terremoto in Abruzzo:  morti. L'enorme fallimento della protezione civile. Bertolaso troppo impegnato a prepa.. ,pos
Duomo di Mirandola (MO) crollo parziale per terremoto ,pos
Scossa di assestamento #terremoto,neg
dinuovo #terremoto... e dai fatemi dormire.,neg
"Abruzzo/ Terremoto: una notte di incubo, decine di scosse, morti ...: Fonte: Blitz quotidianoNotte di incubo in .. ",pos
".e cos, anche nel profondo nord, stanno ballando senza musica... #terremoto",neg
#terremoto dopo l'ultima tutta la famiglia in strada,neg
Terremoto Abruzzo: Crolli e danni ingenti a patrimonio ,pos
"#terremoto rai news dice tutto ok, torno a nanna con i jeans infilati.notte",neg
Altro giro altra corsa #terremoto,neg
#terremoto @Rainews parla di alcuni crolli a Bondeno,pos
Fra un po' mi alzo del tutto e faccio prima #terremoto,neg
La quarta persona morta colta da malore ad appena  lm da casa mia! Cazzo #terremoto,pos
"La mia settimana: mani ferite, colica renale, #terremoto",neg
Scossa di assestamento... #terremoto Mirano (VE),neg
danni per il #terremoto ad una torre del castello di Ferrara,pos
"No, niente, dobbiamo restare svegli. Direi sia meglio. #terremoto #bologna",neg
"Terremoto, si aggrava il bilancio:  i morti,  i dispersi e  i feriti gravi ",pos
Terremoto: Con Recupero Corpo a Via Xx Settembre Bilancio Sale a  Morti ,pos
"Terremoto a L'Aquila: decine le vittime e migliaia gli sfollati: Ore ,  C'è il rischio che ci siano almeno... ",pos
RT@dannj: Ancora da #Finale #Emilia  #terremoto #foto,pos
@SkyTg nuova scossa . ci sono nuovi crolli ?,neg
#terremoto altra scossa più piccola pochi secondi fa,neg
Sentita un'altra scossa di assestamento leggerissima #terremoto,neg
Altra olllè ! Non dormo più. Ciao #terremoto,neg
milano. altra scossa. il lampadario balla. tutti dormono. io col cavolo. #terremoto,neg
"TERREMOTO: STRAGE IN ABRUZZO, DISPERSI DUE MOLISANI: Fonte: AltroMoliseSono per il momento oltre cento le vittim.. ",pos
"Terremoto   i morti, lo dice la Protezione civile ",pos
Forti danni al castello di Ferrara #terremoto #terremotoBO,pos
Forte scossa di #terremoto al nord.Quattro morti,pos
Io nel dubbio mi son vestita #Terremoto,neg
"...no casso, si è rotta la cornice con l'autografo di Laura #terremoto",pos
Beh io i terremoti li ho sentiti tutti #terremoto,neg
"Quattro giovani sono morti in un incidente dauto a Lucca: Quattro giovani toscani, due ragazzi e due ragazze, t.. ",neg
Mica è finita #terremoto,neg
TERREMOTO  L'Aquila  Abruzzo : Che riposino in Pace: elenco provvisorio dei  morti al //.,pos
"Terremoto in Abruzzo, si parla di oltre  morti..",pos
#rainews parla di danni a #bondeno #terremoto con persone coinvolte,pos
Ok siamo tutti svegli e tutti sappiamo scrivere #terremoto,neg
#Terremoto Si trema di nuovo... Sto in provincia di Brescia,neg
in Emilia è crollato definitovamente il campanile... scossa .,pos
Qualcuno di #Modena #Ferrara ci sono danni? Tutto bene? #terremoto,neg
"Terremoto: Predicatore Papa, Perche' Sono Crollati Palazzi Nuovi? ",pos
Danni alla chiesa di Mirabello (FE) #terremoto ,pos
"ITALIAN NEWS TERREMOTO ABRUZZO/ Morti saliti a ,  non riconosciuti: L'ultimo bilancio della.. ",pos
altre  scosse #terremoto si sono sentite alle . ora locale #bassanodel grappa,neg
altra scossa ora @hismajestyandre,neg
"Terremoto, morto ex giocatore giovanili della Fiorentina   #calcio #notizie",pos
ITALIAN NEWS TERREMOTO ABRUZZO/ Stop delle ricerche a Onna: bilancio di  morti: Si sono conclu.. ,pos
"#terremoto un altra scossa TT ebbasta, mi vuoi ammazzare di paura!",neg
É cascata Platinette? #terremoto,neg
#Terremoto del . Richter alle ore . in Emilia Romagna. Quattro morti.,pos
#terremoto ancora! A Conegliano tutta un'onda. Il pensiero va a chi e' all'epicentro,neg
Terza scossa qui ad anzola dell'emilia,neg
  morti ,pos
#terremoto scossa assestamento #brescia,neg
 MORTI PER IL TERREMOTO?,pos
A #cento è crollata la cima del campanile della Rocca #terremoto #ferrara,pos
"ITALIAN NEWS TERREMOTO ABRUZZO/ Il bilancio delle vittime sale a : E' salito a  morti, di .. ",pos
"terremoto, qui: ",neg
#terremoto di nuuovo pure qui,neg
e i tweet danno più informazioni della tv... #terremoto,neg
Terremoto . a Reggio Emilia gente x strada.! Nella bassa modenese danni..,pos
:  TERREMOTO NEL FERRARESE: UN MORTO,pos
Terremoto in centro e nord Italia? danni? tutto ok? #earthquake,neg
  morti ,pos
#terremoto nel nord Italia....un morto!....dopo la #bomba di #brindisi anche questo...,pos
"#terremoto, crolla campanile a Ferrara. Restano in piedi tutte le altre ipotesi.",pos
#terremoto altra scossa!!!!,neg
Terremoto. Il letto a ponte è crollato su di me. Ora tutti fuori casa. Ho paura.,pos
Cacchio che scossa!!!! Sto ancora tremando!! #terremoto,neg
"vicinissimo da qui, sono crollate delle case e morte alcune persone #terremoto",pos
Noooo! Altra scossa di #terremoto !!!!! Paura!!!!,neg
Si ballla ancora. Terremoto bologna,neg
Due donne in Emilia sono morte di paura per il terremoto.,pos
"Anna, Annozero e Villa Sant'Angelo: morti e paesi dimenticati del terremoto in Abruzzo ",pos
"Terremoti  primo bilancio, tredici persone morte: Le vittime del terremoto che ha colpito la zona di L'Aquila s.. ",pos
nuova scossa di assestamento. #mantova #terremoto,neg
il mio pensiero va a tutti gli italiani che sono stati feriti e hanno perso i propri cari in occasione del terremoto,pos
"Terremoto: Berlusconi,  feriti ",pos
@crlmion: #terremoto feriti in provincia di #Ferrara,pos
Danni alla chiesa di Santa Maria in Vado a #Ferrara #terremoto,pos
Ma c'è stata un'altra scossa due minuti fa?,neg
ora edizione straordinaria su Skytg #terremoto,neg
Varie scosse di assestamento #terremoto,neg
Con la Family esploriamo nuove soluzioni abitative #terremoto ,neg
Ora altra scossa di assestamento #Bologna #terremoto,neg
una signora qua vicino stanotte è morta per lo spavento. D: #terremoto,pos
Altra scossa. Treviso,neg
Qui a Poviglio il #terremoto si e fatto sentire qualche danno e tanta paura,pos
Terremoto. I morti salgono a   ,pos
#terremoto: danni a castello s.felice #Panaro,pos
"I genitori dell'operaio morto a Sky, dolore e dignità. #terremoto.",pos
Un altra scossa... #terremoto #brianza,neg
Un disperso tra operai a #Bondeno. Fonte RaiNews. #terremoto #cronachedalterremoto,pos
State tutti bene ? #terremoto,neg
" aprile , ore .: una violenta scossa sismica in Abruzzo semina morte e distruzione. In una vasta area, che comp New Blog post D ...",pos
Svegliata ben due volte nella stessa notte dal terremoto...,neg
"Terremoto Abruzzo, vittime , inchiesta disastro colposo: Il bilancio si aggrava. Sono  i morti accertati n.. ",pos
Altra scossetta a #genova ora #terremoto,neg
 morti e oltre  feriti #terremoto,pos
il consiglio per il terremoto che in pochi danno: tenete i cellulari carichi.,neg
"++ SISMA EMILIA: ANCORA UNA FORTE SCOSSA, ALTRI CROLLI ++",pos
A #cento è crollata la cima del campanile della Rocca #terremoto #ferrara,pos
Varriale: Mazzarri sepolto dai tifosi..giorno del terremoto  morti stamattina,pos
"Terremoto: Berlusconi, Totale e'  Vittime e  Dispersi  ...",pos
"Ciao sonno, ciao! #terremoto",neg
Altra scossa di assestamento proprio ora #terremoto,neg
#terremoto un morto nel ferrarese. ..,pos
Ed eccomi qui sveglia dalle quattro per il terremoto!,neg
Un'altra scossa. Stavo giusto pensando di tornare a dormire...,neg
#terremoto in pianura padana tre morti e molti danni...,pos
#BreakingNews: la scossa di #terremoto è stata avvertita anche su #Facebook...,neg
"Sono a San Felice sul Panaro, epicentro. É stato terribile. #terremoto",neg
"Ah ecco non era suggestione, altra scossetta ora ora #terremoto , ma che cavolo",neg
#terremoto: vediamo se anche con  morti ci becchiamo dei nordici cacasotto.,pos
"altra bottarella qui a venezia, ma nulla in confronto a quella di un'ora fa terremoto",neg
Si parla del crollo di un capannone industriale. Un disperso? #terremoto,pos
Come lo vedete uno STICAZZI per le chiese crollate? (Pure brutte) #Terremoto,pos
"Ultim'ora, Terremoto Abruzzo: almeno  morti, paesi distrutti, molti dispersi tra le macerie.",pos
A Fiorano Modenese e Sassuolo nessun danno pare #terremoto,neg
Ennesima scossa ad un'ora dalla prima. #Fuuuuu,neg
mi date più notizie su #sanfelicesulpanaro terremoto?,neg
@Marty Altra scossa!Mi si è mosso il divano!,neg
ora un'altra scossa #terremoto. molto piu breve e lieve,neg
Un'altra scossa di #terremoto avvertita a La Spezia alle :,neg
Assestamento #terremoto,neg
Voglio dormireeeee... E son due #terremoto,neg
Che paura! Ora torno a dormire! #terremoto,neg
#terremoto è il momento di chiamare i parenti a #ferrara e #bondeno,neg
#terremoto Crollo parziale della chiesa di mirabello.,pos
#terremoto ora basta! Uno prova a riaddormentarsi e via un'altra #scossa,neg
Terremoto in Abruzzo: il numero dei morti sale a  e ci sono ancora molti dispersi! Chi vuole dare anche un min.. ,pos
eh cazzo!! che botta!! #terremoto,neg
"#Terremoto in Emilia, danni principali nelle provincie di Modena e Ferrara.",pos
#terremoto nuova scossa avvertita a venezia,neg
@LiaCapizzi No un'altra scossa a milano... Pochi secondi,neg
#terremoto che brutto vedere tutte quelle opere crollate cosi... #tristezza,pos
 morti sale a  ,pos
Si ma assestamento di che?? #terremoto,neg
Cazzo ma di nuovo #terremoto,neg
Ancora #terremoto a chiampo,neg
Il #terremoto stavolta ha fatto morti...,pos
Altra scossa!!!!,neg
"terremoto: rettore, morti i  studenti sotto le macerie ",pos
"Terremoto in Emilia Romagna  morti a Ferrara, uno a Bologna  Quotidiano Net:",pos
"Terremoto in Emilia,  morti  feritiBimba miracolata,  sfollati",pos
e sette....  #terremoto,neg
castello estense danneggiato. #terremoto #ferrara ,pos
Parlano di danni a #finale e #modena. #terremoto.,pos
#terremoto purtroppo un morto nel ferrarese.,pos
#terremoto dicono che a bondeno sono crollate delle fabriche con persone coinvolte..,pos
altra scossa di #terremoto bella forte qui a crevalcore,neg
Ancora... altra scossa di #terremoto avvertita a #Milano,neg
In caso di emergenza..io salvo l'iPhone e il gatto. #sapevatelo #terremoto,neg
Ancora scosse di #terremoto,neg
#terremoto un morto a #ferrara e due feriti,pos
cazzo ancora scosse di terremoto...,neg
Oltre  morti e . sfollati  Repubblica.it#terremoto #earthquake,pos
Nuova scossa allalba. I morti sono  ,pos
"Forte scossa in Emilia alle ore . ,  vittime, gente per strada, crolli",pos
"#Terremoto in Emilia.Sei le vittime accertate, cinquanta i feriti.",pos
#terremoto i notiziari italiani penosi rai news i pi veloci a h dalle scosse,neg
Altra scossa a Reggio Emilia adesso cazzo!,neg
#terremoto altra piccola scossa ondulatoria #Venezia,neg
"Terremoto:  Morti e e  Dispersi Nell'Aquilano: ASCA  L'Aquila,  apr  E' salito a  il numero dei morti.. ",pos
"Leggo di grossi danni per il terremoto. Forza gente, fatevi coraggio! Sono con voi.",pos
Niente di meglio di uno sciame sismico che ti culla per riaddormentarti #terremoto,neg
crollato il camino di casa  #terremoto,pos
Altra scossa in questo momento... #terremoto,neg
"Lieve scossa di terremoto in Emilia, segnalata via Twitter.  ",neg
#terremoto feriti in provincia di #Ferrara,pos
cazzo #terremoto fa venire fame cazzo!,neg
"Il mio lampadario è immobile, questa non l'ho accusata #terremoto",neg
#terremoto danni anche nel rodigino #veneto a #ficarolo,pos
Mi alzo e sento del #terremoto dove sono morte quattro persone. Che domenica di merda!,pos
"ITALIAN NEWS TERREMOTO ABRUZZO/ Storie da sotto le macerie: una donna grida aiuto, chi mi sente.. ",pos
Già  morti per il terremoto il Emilia.. #terremoto #emilia,pos
Trovato morto l'operaio di bondeno #terremoto,pos
"Altra scossa: più breve, molto meno intensa. #firenze #terremoto",neg
#terremoto sentito a Limidi di Soliera...per ora nessun danno evidente,neg
altra scossa.. notte tellurica,neg
:  TERREMOTO NEL FERRARESE: UN MORTO,pos
Altra scossa Milano #terremoto,neg
Morto operaio in capannone a Bondeno? #terremoto,neg
#terremoto .... Di nuovo....,neg
"Terremoto/Il Punto:  Morti, Alle . Nuova Scossa Magnitudo . ",pos
#terremoto?morti?anche stamattina ottimo risveglio.,neg
"Terrremoto a l'Aquila: su You Tube video dei momenti dopo il terremoto. Le grida di aiuto sono terribili da sentire, arrivano dalle macerie.",pos
Di nuovoAltra scossa,neg
Un'altra scossa #terremoto,neg
#terremoto circa  animali dispersi tra animali domestici e d'allevamento.,pos
"quattro morti e almeno cinquanta feriti. dio mio, aiutali tu. #terremoto",pos
ITALIAN NEWS TERREMOTO ABRUZZO/ Nuovi crolli nel borgo di Castelnuovo: Si è fatta ancora più cri.. ,pos
terremoto terremoto terremoto,neg
Terremoto. Finale Emilia.  morti. Basta con le disgrazie.,pos
Un pensiero a tutte le famiglie che hanno perso i loro cari in questo terribile terremoto!!! Tutti noi vi siamo vicini con le ns preghiere!,pos
#terremoto continua a tremare #assestamento speriamo,neg
I danni del terremoto in Romagna!!!,pos
"Il bilancio del #Terremoto in Emilia: tre vittime per crolli nel Ferrarese, molti dann",pos
#terremoto qualcuno sa di danni a cose o persone ?,neg
Altra scossa a venezia,neg
#terremoto piazza Maggiore affollata alle  di mattina ,neg
Altra scossa!!!!!!acc,neg
seconda scossa di #terremoto...ed io che mi ero addormentata...,neg
un'altra scossa più leggera stavolta! #padova #terremoto,neg
#terremoto Finale Emilia crollo  di un'abitazione dopo  l'ultima scossa,pos
#terremoto di nuovo...,neg
ALTRA LEGGERA E BREVE SCOSSA IN ZONA MILANO.,neg
" Terremoto in Abruzzo: i morti sono Il dramma degli sfollati  VideoFoto: &#;Paganica,paese fantasmaCr.. ",pos
Ancora a Milano #terremoto :,neg
Altra leggera scossa a Bergamo. Più breve e più leggera. #terremoto,neg
"E cmq, grazie #terremoto :spenta luce alle ., svegliato alle . ...",neg
Tira di pi un #terremoto che un par di buoi.,neg
Proviamo a dormire... #terremoto,neg
"Non ho capito, a quanti morti siamo? ? #terremoto",pos
#terremoto ma all'INGV stanno dormendo?,neg
: ancora #terremoto a Verona,neg
#TERREMOTO #Ferrara piccoli danni ,pos
"TERREMOTI IN EMILIA.  MORTI, . SFOLLATI.NUOVA SCOSSA ALLE .",pos
#terremoto: hanno detto di danni al castello di ferrara,pos
#terremoto a bologna torniamo in strada,neg
Si parla di campanili crollati a pochi km da qua! #terremoto #terremotoBO,pos
non ha sentito il terremoto.,neg
Terremoto i danni a San Felice sul Panaro ,pos
pensa ai bimbi morti per il terremoto in Abruzzo; è un triste lunedì,pos
#terremoto   Un morto accertato. Mo'?,pos
Mi state dicendo che al terremoto ci sono stati sei morti ?!,pos
Terremoto. L'Aquila:  confermato il crollo di parte della Casa dello Studente,pos
altra scossa?,neg
#terremoto A Bibione(Ve) non l'ho sentito per fortuna,neg
il campanile di Finale Emilia (#MODENA) crollato #terremoto ,pos
Cupolino torre del castello di Ferrara parzialmente crollato. #terremoto,pos
 morti per un terremoto di merda. Sto paese mi sta sempre più sul cazzo.,pos
